example_id                                                  | status | run_time        |
./spec/kinde_sdk/client/entitlements_spec.rb[1:5:1]         | passed | 0.01478 seconds |
./spec/kinde_sdk/client/entitlements_spec.rb[1:5:2]         | passed | 0.0759 seconds  |
./spec/kinde_sdk/client/entitlements_spec.rb[1:6:1]         | passed | 0.0168 seconds  |
./spec/kinde_sdk/client/entitlements_spec.rb[1:6:2:1]       | passed | 0.02873 seconds |
./spec/kinde_sdk/client/entitlements_spec.rb[1:7:1]         | passed | 0.03393 seconds |
./spec/kinde_sdk/client/entitlements_spec.rb[1:7:2]         | passed | 0.01937 seconds |
./spec/kinde_sdk/client/entitlements_spec.rb[1:8:1]         | passed | 0.01921 seconds |
./spec/kinde_sdk/client/entitlements_spec.rb[1:8:2]         | passed | 0.01926 seconds |
./spec/kinde_sdk/client/entitlements_spec.rb[1:8:3]         | passed | 0.02778 seconds |
./spec/kinde_sdk/client/entitlements_spec.rb[1:9:1]         | passed | 0.04063 seconds |
./spec/kinde_sdk/client/entitlements_spec.rb[1:10:1:1]      | passed | 0.04162 seconds |
./spec/kinde_sdk/client/entitlements_spec.rb[1:10:1:2]      | passed | 0.03447 seconds |
./spec/kinde_sdk/client/entitlements_spec.rb[1:10:2:1]      | passed | 0.02044 seconds |
./spec/kinde_sdk/client/entitlements_spec.rb[1:10:2:2]      | passed | 0.01796 seconds |
./spec/kinde_sdk/client/entitlements_spec.rb[1:10:3:1]      | passed | 0.01918 seconds |
./spec/kinde_sdk/client/entitlements_spec.rb[1:10:3:2]      | passed | 0.0169 seconds  |
./spec/kinde_sdk/client/entitlements_spec.rb[1:11:1]        | passed | 0.01083 seconds |
./spec/kinde_sdk/client/entitlements_spec.rb[1:12:1:1]      | passed | 0.02785 seconds |
./spec/kinde_sdk/client/entitlements_spec.rb[1:12:1:2]      | passed | 0.01762 seconds |
./spec/kinde_sdk/client/entitlements_spec.rb[1:12:2:1]      | passed | 0.04355 seconds |
./spec/kinde_sdk/client/entitlements_spec.rb[1:12:2:2]      | passed | 0.04436 seconds |
./spec/kinde_sdk/client/entitlements_spec.rb[1:12:3:1]      | passed | 0.03688 seconds |
./spec/kinde_sdk/client/entitlements_spec.rb[1:12:3:2]      | passed | 0.02918 seconds |
./spec/kinde_sdk/client/entitlements_spec.rb[1:13:1]        | passed | 0.06935 seconds |
./spec/kinde_sdk/client/entitlements_spec.rb[1:14:1:1]      | passed | 0.01632 seconds |
./spec/kinde_sdk/client/entitlements_spec.rb[1:14:2:1]      | passed | 0.02368 seconds |
./spec/kinde_sdk/client/entitlements_spec.rb[1:14:3:1]      | passed | 0.04328 seconds |
./spec/kinde_sdk/client/entitlements_spec.rb[1:15:1]        | passed | 0.06317 seconds |
./spec/kinde_sdk/client/entitlements_spec.rb[1:15:2]        | passed | 0.00954 seconds |
./spec/kinde_sdk/client/entitlements_spec.rb[1:15:3]        | passed | 0.03371 seconds |
./spec/kinde_sdk/client/entitlements_spec.rb[1:15:4]        | passed | 0.02828 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:1:1:1]      | passed | 0.01241 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:1:1:2]      | passed | 0.07607 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:1:1:3]      | passed | 0.03362 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:1:1:4]      | passed | 0.01812 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:1:1:5]      | passed | 0.0577 seconds  |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:1:1:6]      | passed | 0.00886 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:1:2:1]      | passed | 0.01996 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:1:3:1]      | passed | 0.03349 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:1:4:1]      | passed | 0.0232 seconds  |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:1:5:1]      | passed | 0.03682 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:1:5:2]      | passed | 0.03541 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:1:6:1]      | passed | 0.04545 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:2:1:1]      | passed | 0.06075 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:2:1:2]      | passed | 0.04127 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:2:1:3]      | passed | 0.05772 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:2:1:4]      | passed | 0.07013 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:2:1:5]      | passed | 0.03426 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:2:1:6]      | passed | 0.01777 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:2:2:1]      | passed | 0.10668 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:2:3:1]      | passed | 0.04376 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:3:1:1]      | passed | 0.02745 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:3:2:1]      | passed | 0.02738 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:3:2:2]      | passed | 0.02009 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:3:3:1]      | passed | 0.01198 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:3:3:2]      | passed | 0.0283 seconds  |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:4:1]        | passed | 0.03515 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:4:2]        | passed | 0.04341 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:4:3]        | passed | 0.07036 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:4:4]        | passed | 0.02448 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:4:5]        | passed | 0.07822 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:4:6]        | passed | 0.0368 seconds  |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:5:1]        | passed | 0.02623 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:5:2]        | passed | 0.02606 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:5:3]        | passed | 0.01777 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:5:4]        | passed | 0.04855 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:6:1]        | passed | 0.02735 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:6:2]        | passed | 0.04821 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:6:3]        | passed | 0.03194 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:6:4]        | passed | 0.02019 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:7:1:1]      | passed | 0.02187 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:7:1:2]      | passed | 0.02783 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:7:1:3]      | passed | 0.05414 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:7:1:4]      | passed | 0.02757 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:7:2:1]      | passed | 0.04094 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:7:2:2]      | passed | 0.03408 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:7:2:3]      | passed | 0.03461 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:7:2:4]      | passed | 0.01285 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:7:2:5]      | passed | 0.03627 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:7:2:6]      | passed | 0.06217 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:7:2:7]      | passed | 0.02482 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:8:1]        | passed | 0.02912 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:9:1]        | passed | 0.01676 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:10:1]       | passed | 0.03248 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:10:2]       | passed | 0.0597 seconds  |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:11:1:1]     | passed | 0.01811 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:11:1:2]     | passed | 0.0272 seconds  |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:11:2:1]     | passed | 0.03415 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:12:1]       | passed | 0.06167 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:12:2]       | passed | 0.04792 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:12:3]       | passed | 0.01496 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:12:4]       | passed | 0.04127 seconds |
./spec/kinde_sdk/client/feature_flags_spec.rb[1:12:5]       | passed | 0.0401 seconds  |
./spec/kinde_sdk/client/permissions_spec.rb[1:1:1:1]        | passed | 0.02644 seconds |
./spec/kinde_sdk/client/permissions_spec.rb[1:1:1:2]        | passed | 0.01064 seconds |
./spec/kinde_sdk/client/permissions_spec.rb[1:1:1:3]        | passed | 0.02042 seconds |
./spec/kinde_sdk/client/permissions_spec.rb[1:1:1:4]        | passed | 0.06723 seconds |
./spec/kinde_sdk/client/permissions_spec.rb[1:1:2:1]        | passed | 0.08062 seconds |
./spec/kinde_sdk/client/permissions_spec.rb[1:1:2:2]        | passed | 0.07486 seconds |
./spec/kinde_sdk/client/permissions_spec.rb[1:1:3:1]        | passed | 0.01648 seconds |
./spec/kinde_sdk/client/permissions_spec.rb[1:1:4:1]        | passed | 0.01783 seconds |
./spec/kinde_sdk/client/permissions_spec.rb[1:1:5:1]        | passed | 0.01789 seconds |
./spec/kinde_sdk/client/permissions_spec.rb[1:1:5:2]        | passed | 0.0359 seconds  |
./spec/kinde_sdk/client/permissions_spec.rb[1:1:5:3]        | passed | 0.07626 seconds |
./spec/kinde_sdk/client/permissions_spec.rb[1:1:6:1]        | passed | 0.04461 seconds |
./spec/kinde_sdk/client/permissions_spec.rb[1:2:1:1]        | passed | 0.0185 seconds  |
./spec/kinde_sdk/client/permissions_spec.rb[1:2:1:2]        | passed | 0.05479 seconds |
./spec/kinde_sdk/client/permissions_spec.rb[1:2:2:1]        | passed | 0.01949 seconds |
./spec/kinde_sdk/client/permissions_spec.rb[1:2:3:1]        | passed | 0.0402 seconds  |
./spec/kinde_sdk/client/permissions_spec.rb[1:3:1]          | passed | 0.05321 seconds |
./spec/kinde_sdk/client/permissions_spec.rb[1:3:2]          | passed | 0.02242 seconds |
./spec/kinde_sdk/client/permissions_spec.rb[1:3:3]          | passed | 0.03866 seconds |
./spec/kinde_sdk/client/permissions_spec.rb[1:4:1]          | passed | 0.04783 seconds |
./spec/kinde_sdk/client/permissions_spec.rb[1:5:1]          | passed | 0.02421 seconds |
./spec/kinde_sdk/client/permissions_spec.rb[1:6:1]          | passed | 0.03173 seconds |
./spec/kinde_sdk/client/permissions_spec.rb[1:7:1]          | passed | 0.02249 seconds |
./spec/kinde_sdk/client/permissions_spec.rb[1:7:2]          | passed | 0.02915 seconds |
./spec/kinde_sdk/client/permissions_spec.rb[1:8:1:1]        | passed | 0.01567 seconds |
./spec/kinde_sdk/client/permissions_spec.rb[1:8:2:1]        | passed | 0.08299 seconds |
./spec/kinde_sdk/client/permissions_spec.rb[1:9:1]          | passed | 0.02515 seconds |
./spec/kinde_sdk/client/permissions_spec.rb[1:9:2]          | passed | 0.01937 seconds |
./spec/kinde_sdk/client/roles_spec.rb[1:1:1]                | passed | 0.02019 seconds |
./spec/kinde_sdk/client/roles_spec.rb[1:2:1:1]              | passed | 0.03311 seconds |
./spec/kinde_sdk/client/roles_spec.rb[1:2:1:2]              | passed | 0.04909 seconds |
./spec/kinde_sdk/client/roles_spec.rb[1:2:1:3]              | passed | 0.04667 seconds |
./spec/kinde_sdk/client/roles_spec.rb[1:2:1:4]              | passed | 0.01935 seconds |
./spec/kinde_sdk/client/roles_spec.rb[1:2:2:1]              | passed | 0.03744 seconds |
./spec/kinde_sdk/client/roles_spec.rb[1:2:3:1]              | passed | 0.03699 seconds |
./spec/kinde_sdk/client/roles_spec.rb[1:2:4:1]              | passed | 0.02019 seconds |
./spec/kinde_sdk/client/roles_spec.rb[1:2:4:2]              | passed | 0.03944 seconds |
./spec/kinde_sdk/client/roles_spec.rb[1:2:4:3]              | passed | 0.01835 seconds |
./spec/kinde_sdk/client/roles_spec.rb[1:2:5:1]              | passed | 0.02153 seconds |
./spec/kinde_sdk/client/roles_spec.rb[1:3:1:1]              | passed | 0.0792 seconds  |
./spec/kinde_sdk/client/roles_spec.rb[1:3:1:2]              | passed | 0.02044 seconds |
./spec/kinde_sdk/client/roles_spec.rb[1:3:1:3]              | passed | 0.0154 seconds  |
./spec/kinde_sdk/client/roles_spec.rb[1:3:2:1]              | passed | 0.01954 seconds |
./spec/kinde_sdk/client/roles_spec.rb[1:3:2:2]              | passed | 0.03889 seconds |
./spec/kinde_sdk/client/roles_spec.rb[1:3:3:1]              | passed | 0.03052 seconds |
./spec/kinde_sdk/client/roles_spec.rb[1:3:3:2]              | passed | 0.03527 seconds |
./spec/kinde_sdk/client/roles_spec.rb[1:3:4:1]              | passed | 0.02632 seconds |
./spec/kinde_sdk/client/roles_spec.rb[1:3:4:2]              | passed | 0.02057 seconds |
./spec/kinde_sdk/client/roles_spec.rb[1:4:1]                | passed | 0.03913 seconds |
./spec/kinde_sdk/client/roles_spec.rb[1:5:1]                | passed | 0.02627 seconds |
./spec/kinde_sdk/client/roles_spec.rb[1:5:2]                | passed | 0.02069 seconds |
./spec/kinde_sdk/client/roles_spec.rb[1:6:1]                | passed | 0.02472 seconds |
./spec/kinde_sdk/client/roles_spec.rb[1:7:1:1]              | passed | 0.01282 seconds |
./spec/kinde_sdk/client/roles_spec.rb[1:7:2:1]              | passed | 0.01616 seconds |
./spec/kinde_sdk/client/roles_spec.rb[1:8:1]                | passed | 0.04519 seconds |
./spec/kinde_sdk/client/roles_spec.rb[1:8:2]                | passed | 0.02015 seconds |
./spec/kinde_sdk/client/roles_spec.rb[1:9:1]                | passed | 0.00156 seconds |
./spec/kinde_sdk/client_spec.rb[1:1:1]                      | passed | 0.01906 seconds |
./spec/kinde_sdk/client_spec.rb[1:1:2]                      | passed | 0.02474 seconds |
./spec/kinde_sdk/client_spec.rb[1:1:3]                      | passed | 0.06942 seconds |
./spec/kinde_sdk/client_spec.rb[1:1:4]                      | passed | 0.06673 seconds |
./spec/kinde_sdk/client_spec.rb[1:1:5:1]                    | passed | 0.02146 seconds |
./spec/kinde_sdk/client_spec.rb[1:1:6:1]                    | passed | 0.03891 seconds |
./spec/kinde_sdk/client_spec.rb[1:2:1]                      | passed | 0.00958 seconds |
./spec/kinde_sdk/client_spec.rb[1:3:1]                      | passed | 0.01089 seconds |
./spec/kinde_sdk/client_spec.rb[1:4:1]                      | passed | 0.06166 seconds |
./spec/kinde_sdk/client_spec.rb[1:5:1]                      | passed | 0.03524 seconds |
./spec/kinde_sdk/client_spec.rb[1:6:1:1]                    | passed | 0.02288 seconds |
./spec/kinde_sdk/client_spec.rb[1:6:1:2]                    | passed | 0.00838 seconds |
./spec/kinde_sdk/client_spec.rb[1:6:2:1]                    | passed | 0.04402 seconds |
./spec/kinde_sdk/client_spec.rb[1:7:1]                      | passed | 0.02226 seconds |
./spec/kinde_sdk/client_spec.rb[1:7:2]                      | passed | 0.01415 seconds |
./spec/kinde_sdk/client_spec.rb[1:7:3]                      | passed | 0.05255 seconds |
./spec/kinde_sdk/client_spec.rb[1:7:4]                      | passed | 0.01417 seconds |
./spec/kinde_sdk/client_spec.rb[1:7:5:1]                    | passed | 0.0176 seconds  |
./spec/kinde_sdk/client_spec.rb[1:7:6:1]                    | passed | 0.02934 seconds |
./spec/kinde_sdk/client_spec.rb[1:8:1]                      | passed | 0.0565 seconds  |
./spec/kinde_sdk/client_spec.rb[1:9:1]                      | passed | 0.02188 seconds |
./spec/kinde_sdk/client_spec.rb[1:9:2]                      | passed | 0.01809 seconds |
./spec/kinde_sdk/client_spec.rb[1:9:3]                      | passed | 0.02577 seconds |
./spec/kinde_sdk/client_spec.rb[1:10:1]                     | passed | 0.02991 seconds |
./spec/kinde_sdk/client_spec.rb[1:10:2]                     | passed | 0.01411 seconds |
./spec/kinde_sdk/client_spec.rb[1:10:3]                     | passed | 0.01009 seconds |
./spec/kinde_sdk/client_spec.rb[1:11:1]                     | passed | 0.02819 seconds |
./spec/kinde_sdk/client_spec.rb[1:11:2]                     | passed | 0.0189 seconds  |
./spec/kinde_sdk/client_spec.rb[1:12:1:1]                   | passed | 0.0286 seconds  |
./spec/kinde_sdk/client_spec.rb[1:12:2:1]                   | passed | 0.05874 seconds |
./spec/kinde_sdk/client_spec.rb[1:12:3:1]                   | passed | 0.0111 seconds  |
./spec/kinde_sdk/client_spec.rb[1:12:4:1]                   | passed | 0.04197 seconds |
./spec/kinde_sdk/client_spec.rb[1:12:5:1]                   | passed | 0.0178 seconds  |
./spec/kinde_sdk/client_spec.rb[1:13:1]                     | passed | 0.04904 seconds |
./spec/kinde_sdk/client_spec.rb[1:13:2]                     | passed | 0.06956 seconds |
./spec/kinde_sdk/client_spec.rb[1:14:1]                     | passed | 0.00021 seconds |
./spec/kinde_sdk/client_spec.rb[1:14:2]                     | passed | 0.00009 seconds |
./spec/kinde_sdk/client_spec.rb[1:14:3]                     | passed | 0.00012 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:1:1]               | passed | 0.00003 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:1:2]               | passed | 0.00004 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:1:3]               | passed | 0.00003 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:1:4]               | passed | 0.00003 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:1:5]               | passed | 0.00003 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:1:6]               | passed | 0.00003 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:1:7]               | passed | 0.00003 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:1:8]               | passed | 0.00003 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:1:9]               | passed | 0.00004 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:2:1]               | passed | 0.00004 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:3:1]               | passed | 0.00003 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:3:2]               | passed | 0.00004 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:4:1]               | passed | 0.00003 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:4:2]               | passed | 0.00004 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:5:1]               | passed | 0.00017 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:5:2]               | passed | 0.00004 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:5:3]               | passed | 0.00006 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:5:4]               | passed | 0.00004 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:5:5]               | passed | 0.00004 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:6:1:1]             | passed | 0.00003 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:6:2:1]             | passed | 0.00004 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:6:3:1]             | passed | 0.00003 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:6:4:1]             | passed | 0.00004 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:6:5:1]             | passed | 0.00004 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:6:6:1]             | passed | 0.00003 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:6:7:1]             | passed | 0.00004 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:6:8:1]             | passed | 0.00004 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:6:9:1]             | passed | 0.00016 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:6:10:1]            | passed | 0.00003 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:6:11:1]            | passed | 0.00004 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:6:12:1]            | passed | 0.00003 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:6:13:1]            | passed | 0.00004 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:7:1]               | passed | 0.00005 seconds |
./spec/kinde_sdk/configuration_spec.rb[1:7:2]               | passed | 0.00004 seconds |
./spec/kinde_sdk/current_spec.rb[1:1:1]                     | passed | 0.00006 seconds |
./spec/kinde_sdk/current_spec.rb[1:1:2]                     | passed | 0.00004 seconds |
./spec/kinde_sdk/current_spec.rb[1:2:1]                     | passed | 0.00005 seconds |
./spec/kinde_sdk/current_spec.rb[1:2:2:1]                   | passed | 0.00004 seconds |
./spec/kinde_sdk/current_spec.rb[1:2:2:2]                   | passed | 0.00005 seconds |
./spec/kinde_sdk/current_spec.rb[1:2:3:1]                   | passed | 0.00004 seconds |
./spec/kinde_sdk/current_spec.rb[1:2:4:1]                   | passed | 0.00004 seconds |
./spec/kinde_sdk/current_spec.rb[1:3:1]                     | passed | 0.00004 seconds |
./spec/kinde_sdk/current_spec.rb[1:3:2]                     | passed | 0.00008 seconds |
./spec/kinde_sdk/current_spec.rb[1:4:1]                     | passed | 0.00028 seconds |
./spec/kinde_sdk/current_spec.rb[1:5:1]                     | passed | 0.00005 seconds |
./spec/kinde_sdk/errors_spec.rb[1:1:1]                      | passed | 0.00009 seconds |
./spec/kinde_sdk/errors_spec.rb[1:1:2]                      | passed | 0.00044 seconds |
./spec/kinde_sdk/errors_spec.rb[1:1:3]                      | passed | 0.00005 seconds |
./spec/kinde_sdk/errors_spec.rb[1:2:1]                      | passed | 0.00003 seconds |
./spec/kinde_sdk/errors_spec.rb[1:2:2]                      | passed | 0.00004 seconds |
./spec/kinde_sdk/errors_spec.rb[1:2:3]                      | passed | 0.00003 seconds |
./spec/kinde_sdk/errors_spec.rb[1:3:1]                      | passed | 0.00003 seconds |
./spec/kinde_sdk/errors_spec.rb[1:3:2]                      | passed | 0.00004 seconds |
./spec/kinde_sdk/errors_spec.rb[1:3:3]                      | passed | 0.00003 seconds |
./spec/kinde_sdk/errors_spec.rb[1:4:1]                      | passed | 0.00003 seconds |
./spec/kinde_sdk/errors_spec.rb[1:4:2]                      | passed | 0.00003 seconds |
